Object,Close-Approach (CA) Date,CA Distance Nominal (LD | au),CA Distance Minimum (LD | au),V relative (km/s),V infinity (km/s),H (mag),Estimated Diameter
(2017 UO2),2017-Oct-31 10:07Ê±Ê< 00:01,10.98 | 0.02822,10.92 | 0.02807,8.69,8.68,25.8,18 m -   41 m
(2017 VG13),2017-Nov-01 17:02Ê±Ê< 00:01,17.08 | 0.04389,17.01 | 0.04372,4.89,4.87,26.7,12 m -   27 m
(2017 WQ12),2017-Nov-01 18:36Ê±ÊÊÊÊ00:05,14.64 | 0.03762,14.48 | 0.03721,12.28,12.27,25.3,23 m -   52 m
(2017 UD43),2017-Nov-01 19:45Ê±Ê< 00:01,4.68 | 0.01203,4.67 | 0.01199,8.82,8.80,28.4,5.6 m -   12 m
(2017 VD),2017-Nov-02 01:10Ê±Ê< 00:01,9.90 | 0.02545,9.90 | 0.02544,27.58,27.58,20.8,180 m -  410 m
(2017 VW13),2017-Nov-03 04:26Ê±Ê< 00:01,10.97 | 0.02819,10.97 | 0.02819,10.64,10.63,20.7,190 m -  430 m
(2017 WN13),2017-Nov-03 18:45Ê±ÊÊÊÊ00:10,18.82 | 0.04835,18.54 | 0.04763,20.61,20.61,22.7,77 m -  170 m
(2017 UL44),2017-Nov-03 19:46Ê±Ê< 00:01,13.29 | 0.03415,13.23 | 0.03401,15.37,15.36,23.8,46 m -  100 m
(2017 VE),2017-Nov-04 05:13Ê±Ê< 00:01,0.88 | 0.00227,0.88 | 0.00227,14.08,13.99,26.6,13 m -   28 m
(2017 VG1),2017-Nov-04 13:18Ê±Ê< 00:01,7.72 | 0.01983,7.71 | 0.01982,7.06,7.04,24.2,38 m -   86 m
(2017 UX42),2017-Nov-05 01:40Ê±Ê< 00:01,10.44 | 0.02682,10.36 | 0.02663,2.60,2.56,28.5,5.3 m -   12 m
(2017 US7),2017-Nov-05 06:03Ê±ÊÊÊÊ00:07,7.05 | 0.01812,6.96 | 0.01788,8.77,8.76,27,11 m -   24 m
(2017 UJ7),2017-Nov-05 09:58Ê±Ê< 00:01,16.72 | 0.04295,16.65 | 0.04279,13.03,13.02,25.4,22 m -   49 m
(2017 UJ43),2017-Nov-05 11:04Ê±Ê< 00:01,4.54 | 0.01166,4.51 | 0.01160,7.29,7.26,27.7,7.7 m -   17 m
(2017 VL1),2017-Nov-05 17:04Ê±Ê< 00:01,3.39 | 0.00872,3.37 | 0.00866,10.16,10.13,26.5,13 m -   30 m
(2013 BD74),2017-Nov-06 05:24Ê±Ê< 00:01,10.54 | 0.02709,10.54 | 0.02709,9.04,9.03,24.2,38 m -   86 m
(2017 VB15),2017-Nov-07 01:02Ê±Ê< 00:01,12.96 | 0.03330,12.84 | 0.03300,9.13,9.12,25.7,19 m -   43 m
(2017 VU12),2017-Nov-08 08:56Ê±Ê< 00:01,7.34 | 0.01887,7.31 | 0.01879,10.82,10.81,27.1,10 m -   23 m
(2017 WR1),2017-Nov-08 09:12Ê±ÊÊÊÊ00:11,6.97 | 0.01792,6.81 | 0.01751,10.35,10.34,26.2,15 m -   34 m
(2017 VZ13),2017-Nov-09 01:08Ê±Ê< 00:01,6.88 | 0.01769,6.85 | 0.01761,4.74,4.71,27.9,7.0 m -   16 m
(2017 VL2),2017-Nov-09 09:50Ê±Ê< 00:01,0.31 | 0.00079,0.31 | 0.00079,8.73,8.34,26.1,16 m -   36 m
(2017 VF15),2017-Nov-09 15:19Ê±Ê< 00:01,14.00 | 0.03597,13.87 | 0.03563,11.47,11.46,26.4,14 m -   31 m
(2017 TZ3),2017-Nov-09 21:39Ê±Ê< 00:01,10.28 | 0.02642,10.27 | 0.02640,8.69,8.68,24.7,31 m -   68 m
(2017 WD13),2017-Nov-10 09:09Ê±ÊÊÊÊ00:05,12.32 | 0.03167,12.05 | 0.03098,21.25,21.24,24.4,35 m -   78 m
(2017 VH13),2017-Nov-10 12:07Ê±Ê< 00:01,14.97 | 0.03847,14.86 | 0.03819,6.46,6.45,27.2,9.7 m -   22 m
(2017 WT),2017-Nov-10 17:36Ê±ÊÊÊÊ00:03,1.35 | 0.00346,1.34 | 0.00343,15.43,15.38,25.8,18 m -   41 m
(2017 VC),2017-Nov-10 22:58Ê±Ê< 00:01,9.90 | 0.02543,9.89 | 0.02542,7.30,7.29,23.2,61 m -  140 m
(2017 WW13),2017-Nov-11 03:07Ê±Ê< 00:01,18.70 | 0.04805,18.62 | 0.04785,7.41,7.40,24.9,28 m -   62 m
(2017 VD15),2017-Nov-11 07:22Ê±Ê< 00:01,16.52 | 0.04245,16.46 | 0.04229,5.71,5.70,25.8,18 m -   41 m
(2017 WO2),2017-Nov-11 10:00Ê±ÊÊÊÊ00:12,2.59 | 0.00665,2.55 | 0.00655,11.28,11.24,26.6,13 m -   28 m
(2017 VZ1),2017-Nov-11 11:46Ê±Ê< 00:01,8.65 | 0.02222,8.61 | 0.02213,11.99,11.98,26,17 m -   38 m
(2017 VE14),2017-Nov-11 17:09Ê±Ê< 00:01,6.70 | 0.01721,6.67 | 0.01714,9.76,9.74,27.9,7.0 m -   16 m
(2017 VE2),2017-Nov-12 06:09Ê±Ê< 00:01,7.16 | 0.01841,7.15 | 0.01838,13.96,13.95,25.1,25 m -   57 m
(2017 WN1),2017-Nov-12 13:38Ê±Ê< 00:01,18.60 | 0.04780,18.47 | 0.04746,20.18,20.18,24,42 m -   94 m
(2017 WM13),2017-Nov-12 15:07Ê±Ê< 00:01,7.05 | 0.01812,7.03 | 0.01807,3.45,3.41,27.6,8.0 m -   18 m
(2017 WJ13),2017-Nov-12 17:49Ê±Ê< 00:01,6.10 | 0.01568,6.10 | 0.01567,10.99,10.97,22.6,80 m -  180 m
(2017 XS2),2017-Nov-13 04:21Ê±ÊÊÊÊ00:03,13.41 | 0.03446,13.41 | 0.03445,4.16,4.14,26,17 m -   38 m
(2017 WD),2017-Nov-13 11:54Ê±ÊÊÊÊ00:03,1.86 | 0.00478,1.85 | 0.00476,10.67,10.62,28,6.7 m -   15 m
(2017 VM13),2017-Nov-13 13:47Ê±Ê< 00:01,17.48 | 0.04493,17.47 | 0.04489,7.95,7.94,24.1,40 m -   90 m
(2017 WJ16),2017-Nov-13 14:23Ê±Ê< 00:01,7.73 | 0.01986,7.72 | 0.01983,5.20,5.17,24.3,37 m -   82 m
(2017 VF14),2017-Nov-13 15:30Ê±Ê< 00:01,0.80 | 0.00204,0.79 | 0.00204,11.92,11.81,28.4,5.6 m -   12 m
(2017 VA14),2017-Nov-14 00:44Ê±Ê< 00:01,18.01 | 0.04628,17.89 | 0.04597,7.53,7.52,25.6,20 m -   45 m
(2017 VB13),2017-Nov-14 13:31Ê±Ê< 00:01,11.11 | 0.02855,11.07 | 0.02844,11.36,11.35,25.5,21 m -   47 m
(2017 VV12),2017-Nov-15 15:13Ê±Ê< 00:01,1.86 | 0.00477,1.86 | 0.00477,6.52,6.44,28,6.7 m -   15 m
(2017 VM2),2017-Nov-15 18:41Ê±Ê< 00:01,17.82 | 0.04578,17.77 | 0.04567,8.90,8.89,23.3,58 m -  130 m
(2017 WB),2017-Nov-15 19:40Ê±Ê< 00:01,7.36 | 0.01891,7.35 | 0.01889,8.83,8.81,25.3,23 m -   52 m
(2017 VN13),2017-Nov-15 20:29Ê±Ê< 00:01,2.97 | 0.00763,2.96 | 0.00762,8.92,8.88,27.9,7.0 m -   16 m
(2017 WC28),2017-Nov-15 23:18Ê±Ê< 00:01,14.14 | 0.03634,14.07 | 0.03616,12.20,12.19,24.5,33 m -   75 m
(2017 WZ12),2017-Nov-17 14:36Ê±Ê< 00:01,14.86 | 0.03819,14.80 | 0.03802,5.00,4.99,26.9,11 m -   25 m
(2017 WO13),2017-Nov-17 18:25Ê±Ê< 00:01,6.43 | 0.01653,6.41 | 0.01647,12.14,12.12,26.8,12 m -   26 m
(2018 KC2),2017-Nov-17 18:51Ê±ÊÊÊÊ00:08,18.89 | 0.04853,18.88 | 0.04851,5.62,5.61,22.8,73 m -  160 m
(2017 WF29),2017-Nov-17 18:56Ê±ÊÊÊÊ01:17,11.26 | 0.02894,11.14 | 0.02862,12.26,12.26,26.2,15 m -   34 m
444584 (2006 UK),2017-Nov-17 21:09Ê±Ê< 00:01,8.66 | 0.02226,8.66 | 0.02226,14.80,14.79,20.2,240 m -  540 m
(2017 VC14),2017-Nov-18 01:45Ê±Ê< 00:01,1.25 | 0.00322,1.25 | 0.00322,11.19,11.12,28.4,5.6 m -   12 m
(2017 UC52),2017-Nov-18 10:48Ê±ÊÊÊÊ18:20,19.42 | 0.04991,17.27 | 0.04438,14.70,14.70,24.3,37 m -   83 m
(2017 WU1),2017-Nov-18 14:39Ê±Ê< 00:01,3.01 | 0.00773,3.01 | 0.00772,7.44,7.39,26.9,11 m -   25 m
(2017 VN2),2017-Nov-18 14:47Ê±Ê< 00:01,6.16 | 0.01583,6.15 | 0.01579,4.88,4.85,27.4,8.8 m -   20 m
(2017 WT1),2017-Nov-18 22:15Ê±Ê< 00:01,14.83 | 0.03810,14.79 | 0.03799,9.85,9.85,24.9,28 m -   62 m
(2017 WM16),2017-Nov-19 01:23Ê±ÊÊÊÊ00:01,15.87 | 0.04079,15.67 | 0.04026,5.93,5.91,26.8,12 m -   26 m
(2017 WE),2017-Nov-19 03:06Ê±Ê< 00:01,11.69 | 0.03005,11.62 | 0.02985,15.90,15.89,26.7,12 m -   27 m
(2017 WG29),2017-Nov-20 01:38Ê±ÊÊÊÊ01:54,6.72 | 0.01725,6.25 | 0.01607,15.60,15.59,26.3,15 m -   33 m
(2017 WC),2017-Nov-20 02:43Ê±Ê< 00:01,2.94 | 0.00755,2.94 | 0.00755,7.59,7.55,25.8,18 m -   41 m
(2017 WO15),2017-Nov-20 04:05Ê±ÊÊÊÊ00:03,3.51 | 0.00901,3.48 | 0.00895,12.71,12.68,26.5,13 m -   30 m
(2017 WL15),2017-Nov-20 12:16Ê±Ê< 00:01,9.48 | 0.02437,9.41 | 0.02419,17.91,17.91,25.8,18 m -   41 m
(2017 WB28),2017-Nov-20 12:21Ê±ÊÊÊÊ00:03,6.40 | 0.01644,6.36 | 0.01634,16.03,16.02,26.2,15 m -   34 m
(2017 WB1),2017-Nov-20 18:08Ê±Ê< 00:01,1.98 | 0.00509,1.98 | 0.00509,9.35,9.30,27.7,7.7 m -   17 m
(2017 WV1),2017-Nov-21 06:25Ê±Ê< 00:01,2.58 | 0.00664,2.58 | 0.00663,7.39,7.33,28.4,5.6 m -   12 m
(2017 WY27),2017-Nov-21 11:39Ê±ÊÊÊÊ00:02,3.65 | 0.00937,3.64 | 0.00934,8.32,8.29,27.9,7.0 m -   16 m
(2017 WW1),2017-Nov-21 19:18Ê±Ê< 00:01,0.37 | 0.00094,0.37 | 0.00094,12.66,12.44,29.7,3.1 m -  6.8 m
(2017 WA14),2017-Nov-21 19:53Ê±Ê< 00:01,0.25 | 0.00063,0.25 | 0.00063,16.39,16.13,27.4,8.8 m -   20 m
(2017 WK16),2017-Nov-22 06:04Ê±Ê< 00:01,7.85 | 0.02016,7.73 | 0.01986,30.83,30.82,26,17 m -   38 m
(2017 WA28),2017-Nov-22 06:55Ê±ÊÊÊÊ00:01,8.99 | 0.02310,8.93 | 0.02294,21.12,21.12,26.4,14 m -   31 m
(2017 VD13),2017-Nov-22 11:31Ê±Ê< 00:01,13.12 | 0.03371,12.99 | 0.03339,16.38,16.37,25,27 m -   59 m
(2017 VA15),2017-Nov-22 15:58Ê±Ê< 00:01,8.04 | 0.02067,8.03 | 0.02064,6.43,6.41,25.1,25 m -   57 m
(2017 WP16),2017-Nov-22 17:39Ê±ÊÊÊÊ00:12,14.23 | 0.03656,14.14 | 0.03633,7.16,7.15,27.5,8.4 m -   19 m
(2017 WR15),2017-Nov-23 06:27Ê±Ê< 00:01,14.90 | 0.03828,14.75 | 0.03791,24.47,24.47,24.6,32 m -   71 m
(2017 WE28),2017-Nov-24 04:44Ê±Ê< 00:01,5.75 | 0.01477,5.72 | 0.01469,9.27,9.25,26.8,12 m -   26 m
(2017 VZ14),2017-Nov-24 11:40Ê±Ê< 00:01,3.18 | 0.00817,3.17 | 0.00816,8.39,8.35,25.1,25 m -   57 m
(2017 XK2),2017-Nov-24 19:34Ê±ÊÊÊÊ00:04,15.28 | 0.03927,14.94 | 0.03839,9.96,9.95,25.8,18 m -   41 m
(2017 WL28),2017-Nov-24 22:00Ê±Ê< 00:01,1.68 | 0.00431,1.67 | 0.00430,7.85,7.77,27.6,8.0 m -   18 m
(2017 WT28),2017-Nov-25 10:47Ê±Ê< 00:01,1.39 | 0.00357,1.39 | 0.00356,4.55,4.39,28.1,6.4 m -   14 m
(2017 WZ13),2017-Nov-25 12:49Ê±Ê< 00:01,6.91 | 0.01775,6.89 | 0.01770,11.04,11.03,26.4,14 m -   31 m
(2017 WT12),2017-Nov-25 17:00Ê±Ê< 00:01,2.95 | 0.00759,2.95 | 0.00757,14.71,14.68,27.1,10 m -   23 m
(2017 VY13),2017-Nov-25 21:13Ê±Ê< 00:01,2.02 | 0.00519,2.02 | 0.00518,10.50,10.45,26.4,14 m -   31 m
(2017 WH13),2017-Nov-26 05:45Ê±Ê< 00:01,1.74 | 0.00447,1.74 | 0.00446,11.43,11.37,26.7,12 m -   27 m
(2017 WQ13),2017-Nov-26 08:41Ê±Ê< 00:01,12.67 | 0.03255,12.62 | 0.03243,9.51,9.50,26.2,15 m -   34 m
(2017 WE30),2017-Nov-26 17:55Ê±Ê< 00:01,0.08 | 0.00020,0.08 | 0.00020,18.49,17.76,31.9,1.1 m -  2.5 m
(2017 WO16),2017-Nov-26 17:58Ê±Ê< 00:01,10.57 | 0.02716,10.38 | 0.02668,7.57,7.56,25,27 m -   59 m
(2017 WC14),2017-Nov-27 01:20Ê±Ê< 00:01,7.30 | 0.01877,7.28 | 0.01870,11.14,11.13,25.6,20 m -   45 m
(2017 WK15),2017-Nov-27 03:42Ê±Ê< 00:01,8.73 | 0.02244,8.70 | 0.02236,5.63,5.61,26.7,12 m -   27 m
(2017 WK1),2017-Nov-28 02:02Ê±Ê< 00:01,7.78 | 0.01998,7.75 | 0.01991,8.05,8.03,27,11 m -   24 m
(2017 WD28),2017-Nov-28 21:24Ê±Ê< 00:01,4.45 | 0.01143,4.44 | 0.01141,13.33,13.32,25.7,19 m -   43 m
(2017 WF16),2017-Nov-29 03:47Ê±Ê< 00:01,3.72 | 0.00955,3.71 | 0.00954,4.17,4.10,29.1,4.0 m -  9.0 m
(2017 WN15),2017-Nov-29 04:04Ê±Ê< 00:01,7.37 | 0.01894,7.29 | 0.01873,19.37,19.36,24.8,29 m -   65 m
(2017 WH2),2017-Nov-30 11:02Ê±Ê< 00:01,6.39 | 0.01642,6.36 | 0.01635,16.76,16.75,24.3,37 m -   82 m
(2008 WM61),2017-Dec-02 11:52Ê±Ê< 00:01,3.67 | 0.00942,3.67 | 0.00942,4.70,4.64,26.6,13 m -   28 m
(2017 WH16),2017-Dec-03 05:36Ê±Ê< 00:01,17.34 | 0.04455,17.05 | 0.04382,15.21,15.21,25.7,19 m -   43 m
(2017 WZ27),2017-Dec-03 14:59Ê±ÊÊÊÊ00:08,13.56 | 0.03484,13.49 | 0.03468,4.24,4.22,27.6,8.0 m -   18 m
(2017 XE1),2017-Dec-04 13:47Ê±Ê< 00:01,7.81 | 0.02008,7.72 | 0.01984,20.58,20.57,25.8,18 m -   41 m
(2017 WS13),2017-Dec-05 13:36Ê±Ê< 00:01,9.45 | 0.02428,9.35 | 0.02402,11.30,11.29,24.6,32 m -   71 m
(2017 XN60),2017-Dec-05 23:09Ê±Ê< 00:01,3.11 | 0.00798,3.10 | 0.00797,7.13,7.08,25.6,20 m -   45 m
(2017 WF28),2017-Dec-06 21:02Ê±ÊÊÊÊ00:01,17.58 | 0.04519,17.42 | 0.04475,7.56,7.55,26.3,15 m -   33 m
(2017 YU8),2017-Dec-07 19:33Ê±Ê3_01:06,17.13 | 0.04401,11.43 | 0.02937,7.95,7.94,25.7,19 m -   44 m
(2017 XE),2017-Dec-07 23:21Ê±Ê< 00:01,3.96 | 0.01019,3.96 | 0.01018,6.21,6.17,26,17 m -   38 m
(2017 XS),2017-Dec-08 04:29Ê±Ê< 00:01,7.39 | 0.01898,7.38 | 0.01897,10.56,10.55,22.7,77 m -  170 m
(2017 WV12),2017-Dec-09 21:42Ê±Ê< 00:01,3.43 | 0.00882,3.42 | 0.00879,10.60,10.57,25.4,22 m -   49 m
(2017 XU61),2017-Dec-09 22:41Ê±ÊÊÊÊ00:01,10.64 | 0.02735,10.55 | 0.02712,13.85,13.84,26.3,15 m -   33 m
(2017 XZ2),2017-Dec-10 00:13Ê±ÊÊÊÊ00:02,3.89 | 0.01000,3.87 | 0.00996,8.21,8.18,27.3,9.2 m -   21 m
(2017 XE2),2017-Dec-10 18:26Ê±Ê< 00:01,11.03 | 0.02835,10.99 | 0.02824,9.94,9.93,25.3,23 m -   52 m
(2017 YB2),2017-Dec-11 00:46Ê±Ê< 00:01,17.44 | 0.04482,17.22 | 0.04424,7.23,7.22,24.9,28 m -   62 m
(2017 YB1),2017-Dec-11 06:01Ê±ÊÊÊÊ00:03,9.31 | 0.02392,9.19 | 0.02362,7.81,7.80,26.9,11 m -   25 m
(2017 XS60),2017-Dec-12 04:47Ê±Ê< 00:01,12.76 | 0.03278,12.69 | 0.03261,19.14,19.13,26.2,15 m -   34 m
(2017 WE13),2017-Dec-12 06:42Ê±Ê< 00:01,16.27 | 0.04181,16.24 | 0.04173,5.34,5.33,25.5,21 m -   47 m
(2017 VS14),2017-Dec-12 07:33Ê±Ê< 00:01,15.78 | 0.04056,15.78 | 0.04054,2.81,2.78,26.8,12 m -   26 m
(2017 XU60),2017-Dec-13 04:50Ê±Ê< 00:01,8.98 | 0.02307,8.95 | 0.02299,10.17,10.16,27.1,10 m -   23 m
(2017 WJ28),2017-Dec-13 06:03Ê±Ê< 00:01,12.80 | 0.03289,12.78 | 0.03283,6.02,6.01,26.1,16 m -   36 m
(2017 XZ61),2017-Dec-13 17:56Ê±Ê< 00:01,3.89 | 0.01000,3.88 | 0.00996,17.70,17.69,24.9,28 m -   62 m
(2015 XX169),2017-Dec-14 00:07Ê±Ê< 00:01,9.71 | 0.02494,9.71 | 0.02494,6.25,6.23,27.4,8.8 m -   20 m
(2006 XY),2017-Dec-14 12:50Ê±Ê< 00:01,3.35 | 0.00860,3.35 | 0.00860,4.88,4.81,24.2,38 m -   86 m
(2017 YR8),2017-Dec-14 13:55Ê±ÊÊÊÊ00:10,12.59 | 0.03234,12.14 | 0.03120,12.80,12.80,24,42 m -   94 m
(2017 XY2),2017-Dec-15 06:33Ê±Ê< 00:01,4.51 | 0.01159,4.49 | 0.01155,8.17,8.15,27.1,10 m -   23 m
(2017 XK1),2017-Dec-15 07:55Ê±Ê< 00:01,6.14 | 0.01578,6.12 | 0.01571,12.23,12.22,25.2,24 m -   54 m
(2017 YM1),2017-Dec-15 12:44Ê±ÊÊÊÊ00:01,1.52 | 0.00390,1.50 | 0.00386,11.14,11.08,25.2,24 m -   54 m
(2017 XR2),2017-Dec-15 14:18Ê±Ê< 00:01,12.13 | 0.03116,12.09 | 0.03105,9.46,9.45,24.5,33 m -   75 m
(2017 XD2),2017-Dec-15 17:12Ê±Ê< 00:01,14.36 | 0.03689,14.22 | 0.03654,12.28,12.27,23.5,53 m -  120 m
(2017 YD1),2017-Dec-15 22:53Ê±Ê< 00:01,1.77 | 0.00455,1.77 | 0.00454,2.99,2.79,30,2.7 m -  5.9 m
(2017 VT14),2017-Dec-17 01:57Ê±Ê< 00:01,3.83 | 0.00985,3.83 | 0.00985,10.42,10.39,23.1,64 m -  140 m
(2017 YE1),2017-Dec-17 06:33Ê±Ê< 00:01,16.28 | 0.04184,16.21 | 0.04166,6.18,6.17,24.9,28 m -   62 m
(2017 YV8),2017-Dec-17 13:47Ê±Ê< 00:01,2.41 | 0.00619,2.41 | 0.00619,7.81,7.75,27.3,9.2 m -   21 m
(2017 XT60),2017-Dec-17 22:00Ê±Ê< 00:01,7.93 | 0.02037,7.91 | 0.02033,7.03,7.01,27.4,8.8 m -   20 m
(2017 XW60),2017-Dec-18 00:11Ê±Ê< 00:01,5.16 | 0.01326,5.14 | 0.01320,8.77,8.75,27.9,7.0 m -   16 m
(2017 YH1),2017-Dec-18 00:27Ê±Ê< 00:01,2.38 | 0.00613,2.38 | 0.00613,14.57,14.54,21.1,160 m -  360 m
(2017 YJ1),2017-Dec-18 03:55Ê±Ê< 00:01,1.04 | 0.00268,1.04 | 0.00267,10.27,10.17,27.4,8.8 m -   20 m
(2017 XW61),2017-Dec-18 04:33Ê±Ê< 00:01,3.11 | 0.00800,3.11 | 0.00799,11.72,11.69,25.5,21 m -   47 m
(2017 YL1),2017-Dec-18 12:23Ê±Ê< 00:01,7.66 | 0.01967,7.61 | 0.01955,14.42,14.41,24.8,29 m -   65 m
(2017 XX61),2017-Dec-18 14:50Ê±Ê< 00:01,8.16 | 0.02096,8.12 | 0.02087,15.59,15.58,26.6,13 m -   28 m
(2017 XY61),2017-Dec-19 09:41Ê±Ê< 00:01,2.51 | 0.00645,2.50 | 0.00643,13.86,13.83,26.2,15 m -   34 m
(2017 YW3),2017-Dec-19 17:50Ê±Ê< 00:01,4.84 | 0.01243,4.83 | 0.01242,2.90,2.82,26.5,13 m -   30 m
(2011 YD29),2017-Dec-19 18:46Ê±Ê1_14:02,17.56 | 0.04513,8.78 | 0.02257,7.70,7.69,26.3,15 m -   33 m
(2017 YN1),2017-Dec-20 01:54Ê±Ê< 00:01,8.37 | 0.02150,8.33 | 0.02139,8.09,8.07,26.1,16 m -   36 m
(2017 YT1),2017-Dec-20 04:25Ê±Ê< 00:01,8.01 | 0.02058,7.97 | 0.02047,21.06,21.05,24.8,29 m -   65 m
(2017 YP1),2017-Dec-20 14:20Ê±Ê< 00:01,5.65 | 0.01452,5.62 | 0.01445,13.55,13.54,25.7,19 m -   43 m
(2017 YO3),2017-Dec-20 14:35Ê±Ê< 00:01,2.08 | 0.00534,2.07 | 0.00533,8.23,8.17,28.2,6.1 m -   14 m
(2017 YC6),2017-Dec-20 16:16Ê±ÊÊÊÊ00:02,9.61 | 0.02469,9.51 | 0.02443,14.61,14.61,25.9,18 m -   39 m
(2017 WX12),2017-Dec-21 05:53Ê±Ê< 00:01,10.01 | 0.02571,10.01 | 0.02571,11.41,11.40,22.1,100 m -  230 m
(2017 XR60),2017-Dec-21 09:01Ê±Ê< 00:01,12.96 | 0.03330,12.95 | 0.03327,6.16,6.15,24.7,31 m -   68 m
(2017 XQ60),2017-Dec-21 09:37Ê±Ê< 00:01,13.35 | 0.03431,13.26 | 0.03406,15.72,15.71,24.4,35 m -   78 m
(2017 YO5),2017-Dec-21 23:21Ê±Ê< 00:01,1.43 | 0.00367,1.42 | 0.00365,7.38,7.28,26.1,16 m -   36 m
(2017 YF8),2017-Dec-22 03:27Ê±ÊÊÊÊ00:03,5.83 | 0.01498,5.79 | 0.01488,7.46,7.44,25.8,18 m -   41 m
(2017 YE),2017-Dec-22 08:36Ê±Ê< 00:01,2.88 | 0.00740,2.88 | 0.00740,4.70,4.63,28.6,5.1 m -   11 m
(2017 TS3),2017-Dec-22 09:57Ê±Ê< 00:01,18.07 | 0.04643,18.07 | 0.04643,10.24,10.23,22.1,100 m -  230 m
418849 (2008 WM64),2017-Dec-22 10:15Ê±Ê< 00:01,15.25 | 0.03918,15.25 | 0.03918,17.38,17.38,20.6,200 m -  450 m
(2015 YQ1),2017-Dec-22 14:28Ê±ÊÊÊÊ00:24,17.23 | 0.04427,16.29 | 0.04186,11.12,11.12,28,6.7 m -   15 m
(2017 YW),2017-Dec-22 19:07Ê±Ê< 00:01,7.90 | 0.02031,7.87 | 0.02023,8.26,8.24,26.7,12 m -   27 m
